Model;Words;Section Reference;Meta-Analysis Info;screen_titles;screen_abstracts;TitlePrompt;AbstractPrompt;sensitivity_titles;specificity_titles;PPV_titles;NPV_titles;tp_titles;tn_titles;fp_titles;fn_titles;sensitivity_abstracts;specificity_abstracts;PPV_abstracts;NPV_abstracts;tp_abstracts;tn_abstracts;fp_abstracts;fn_abstracts
1.0;47.0;No Reference;No Info;1.0;0.0;You are a world-class scientist who has screened countless papers throughout their life. Screen the titles below for relevance. Use your extensive scientific expertise to distinguish between relevant and irrelevant titles. Exclude the irrelevant papers and include the relevant papers in your selection based on their titles.;You are a world-class scientist who has screened countless papers throughout their life. Screen the abstracts below for relevance. Use your extensive scientific expertise to distinguish between relevant and irrelevant abstracts. Exclude the irrelevant papers and include the relevant papers in your selection based on their abstracts.;;;;;;;;;;;;;;;;
1.0;56.0;No Reference;No Info;1.0;0.0;You are a world-class researcher. You have read thousands of papers in your life from a broad range of scientific fields. You can identify and evaluate good scientific practice. Please screen the list of titles below and assess their scientific rigor. Select titles you deem relevant given your considerable expertise. Exclude titles you deem as irrelevant. ;You are a world-class researcher. You have read thousands of papers in your life from a broad range of scientific fields. You can identify and evaluate good scientific practice. Please screen the list of abstracts below and assess their scientific rigor. Select abstracts you deem relevant given your considerable expertise. Exclude abstracts you deem as irrelevant.;;;;;;;;;;;;;;;;
1.0;70.0;No Reference;No Info;1.0;0.0;Carefully review the given list of scientific papers. Assess each one based on its potential to contribute to a comprehensive understanding of the subject. Consider whether the paper addresses the broader research question, adheres to established scientific standards, and provides sufficient information to allow for meaningful inclusion in a broader synthesis or evaluation. Exclude papers that are not directly relevant or lack sufficient detail to support further analysis.;Carefully review the given list of scientific papers. Assess each one based on its  and its potential to contribute to a comprehensive understanding of the subject. Consider whether the paper addresses the broader research question, adheres to established scientific standards, and provides sufficient information to allow for meaningful inclusion in a broader synthesis or evaluation. Exclude papers that are not directly relevant or lack sufficient detail to support further analysis.;;;;;;;;;;;;;;;;
1.0;136.0;No Reference;No Info;1.0;0.0;Conduct a thorough review of the provided list of scientific papers. For each paper, carefully evaluate its overall relevance and potential to contribute to a comprehensive and balanced understanding of the field it pertains to. Focus on identifying studies that demonstrate coherence in their structure, clarity in their presentation, and alignment with high standards of scientific communication. Prioritize works that provide sufficient detail and transparency to allow for informed consideration within a broader analytical framework. In your evaluation, ensure that each paper is judged based solely on its capacity to enhance general insights or perspectives, excluding those that lack sufficient scope, depth, or foundational relevance to the broader context of inquiry. Dismiss items that fail to meet these basic thresholds, focusing instead on retaining papers that align with the principles of rigorous and meaningful scholarly communication.;Conduct a thorough review of the provided list of scientific papers. For each paper, carefully evaluate its overall relevance and potential to contribute to a comprehensive and balanced understanding of the field it pertains to. Focus on identifying studies that demonstrate coherence in their structure, clarity in their presentation, and alignment with high standards of scientific communication. Prioritize works that provide sufficient detail and transparency to allow for informed consideration within a broader analytical framework. In your evaluation, ensure that each paper is judged based solely on its capacity to enhance general insights or perspectives, excluding those that lack sufficient scope, depth, or foundational relevance to the broader context of inquiry. Dismiss items that fail to meet these basic thresholds, focusing instead on retaining papers that align with the principles of rigorous and meaningful scholarly communication.;;;;;;;;;;;;;;;;
1.0;131.0;No Reference;No Info;1.0;0.0;Systematically review the provided list of scientific papers with the aim of evaluating their overall contribution to a cohesive and comprehensive understanding of the broader subject matter. For each paper, assess its overall presentation, coherence, and the extent to which it aligns with the principles of clear and structured scholarly communication. Consider whether the work demonstrates relevance to a wider discourse and whether it provides sufficient clarity and detail to be meaningfully integrated into a broader synthesis or evaluation effort. Prioritize retaining papers that showcase thoroughness, consistency, and adherence to high-quality standards in their scholarly approach. Avoid selecting papers that lack fundamental relevance, sufficient detail, or the depth required for further informed consideration. The review should emphasize works that contribute to a balanced and inclusive representation of the available knowledge base.;Systematically review the provided list of scientific papers with the aim of evaluating their overall contribution to a cohesive and comprehensive understanding of the broader subject matter. For each paper, assess its overall presentation, coherence, and the extent to which it aligns with the principles of clear and structured scholarly communication. Consider whether the work demonstrates relevance to a wider discourse and whether it provides sufficient clarity and detail to be meaningfully integrated into a broader synthesis or evaluation effort. Prioritize retaining papers that showcase thoroughness, consistency, and adherence to high-quality standards in their scholarly approach. Avoid selecting papers that lack fundamental relevance, sufficient detail, or the depth required for further informed consideration. The review should emphasize works that contribute to a balanced and inclusive representation of the available knowledge base.;;;;;;;;;;;;;;;;
1.0;278.0;No Reference;No Info;1.0;0.0;You are a world-class researcher with extensive experience in evaluating and analyzing scientific literature across a wide range of fields. Over the course of your career, you have reviewed thousands of academic papers and have developed a deep understanding of the principles of good scientific practice, rigorous methodology, and scholarly communication. Drawing upon your expertise, carefully review the list of titles provided below. Your task is to assess each title based on its overall relevance and potential to contribute meaningfully to a broader understanding of the subject area. Focus on identifying works that suggest adherence to high academic standards, clarity of purpose, and the ability to provide insights that align with the overarching goals of intellectual exploration.    In your evaluation, exercise caution and precision. Do not exclude any title unless you are absolutely certain it lacks relevance or utility in supporting further academic inquiry. Similarly, do not include any title unless you are confident that it holds potential value and adheres to established principles of scholarly rigor. Approach each title with an open mind and a commitment to thorough and objective analysis. Your evaluation should reflect your considerable expertise, ensuring that your selections align with the highest standards of scholarly assessment.    Be deliberate in your process, ensuring that each decision is justified and carefully considered. By doing so, you will contribute to a thoughtful and balanced understanding of the available literature, prioritizing works that demonstrate potential relevance while excluding those that do not meet the basic criteria for inclusion. Throughout this task, maintain a clear focus on the principles of careful selection, fairness, and scholarly rigor, allowing your expertise to guide you in making informed and accurate decisions.;You are a world-class researcher with extensive experience in evaluating and analyzing scientific literature across a wide range of fields. Over the course of your career, you have reviewed thousands of academic papers and have developed a deep understanding of the principles of good scientific practice, rigorous methodology, and scholarly communication. Drawing upon your expertise, carefully review the list of abstracts provided below. Your task is to assess each abstract based on its overall relevance and potential to contribute meaningfully to a broader understanding of the subject area. Focus on identifying works that suggest adherence to high academic standards, clarity of purpose, and the ability to provide insights that align with the overarching goals of intellectual exploration.In your evaluation, exercise caution and precision. Do not exclude any abstract unless you are absolutely certain it lacks relevance or utility in supporting further academic inquiry. Similarly, do not include any abstract unless you are confident that it holds potential value and adheres to established principles of scholarly rigor. Approach each abstract with an open mind and a commitment to thorough and objective analysis. Your evaluation should reflect your considerable expertise, ensuring that your selections align with the highest standards of scholarly assessment.Be deliberate in your process, ensuring that each decision is justified and carefully considered. By doing so, you will contribute to a thoughtful and balanced understanding of the available literature, prioritizing works that demonstrate potential relevance while excluding those that do not meet the basic criteria for inclusion. Throughout this task, maintain a clear focus on the principles of careful selection, fairness, and scholarly rigor, allowing your expertise to guide you in making informed and accurate decisions.;;;;;;;;;;;;;;;;
1.0;177.0;No Reference;No Info;1.0;0.0;Carefully evaluate the list of provided titles with the aim of determining their suitability for inclusion in a broader and meaningful academic context. Approach this task systematically, drawing on principles of logical assessment, clarity, and coherence in scholarly work. For each title, consider whether it suggests a study that has the potential to contribute to a general and balanced understanding of the field of inquiry. Focus on identifying works that align with foundational academic standards, display relevance to broader intellectual exploration, and demonstrate an ability to enrich the overarching context of investigation. Avoid excluding any titles unless there is a clear and unequivocal reason to determine that they do not meet these general criteria. Similarly, refrain from including titles unless you can confidently judge that they are likely to provide meaningful insights or perspectives. Aim to ensure that your evaluation process is thorough, fair, and sensitive to the potential value of each work, maintaining a balanced perspective throughout. This review should prioritize thoughtful and deliberate inclusion, reserving exclusion for cases where relevance and contribution are decisively lacking.;Carefully evaluate the list of provided abstracts with the aim of determining their suitability for inclusion in a broader and meaningful academic context. Approach this task systematically, drawing on principles of logical assessment, clarity, and coherence in scholarly work. For each abstract, consider whether it suggests a study that has the potential to contribute to a general and balanced understanding of the field of inquiry. Focus on identifying works that align with foundational academic standards, display relevance to broader intellectual exploration, and demonstrate an ability to enrich the overarching context of investigation. Avoid excluding any abstracts unless there is a clear and unequivocal reason to determine that they do not meet these general criteria. Similarly, refrain from including abstracts unless you can confidently judge that they are likely to provide meaningful insights or perspectives. Aim to ensure that your evaluation process is thorough, fair, and sensitive to the potential value of each work, maintaining a balanced perspective throughout. This review should prioritize thoughtful and deliberate inclusion, reserving exclusion for cases where relevance and contribution are decisively lacking.;;;;;;;;;;;;;;;;
1.0;10.0;No Reference;For MA;1.0;0.0;Screen the titles below for their inclusion in a meta-analysis.;Screen the abstracts below for their inclusion in a meta-analysis.;;;;;;;;;;;;;;;;
1.0;16.0;No Reference;For MA;1.0;0.0;The titles below belong to papers that will be screened for their selection in a meta-analysis.;The abstracts below belong to papers that will be screened for their selection in a meta-analysis.;;;;;;;;;;;;;;;;
1.0;10.0;No Reference;For MA;1.0;0.0;Select the relevant titles below like a world-class meta-analyst would.;Select the relevant abstracts below like a world-class meta-analyst would.;;;;;;;;;;;;;;;;
1.0;15.0;No Reference;For MA;1.0;0.0;Imagine you want to write a meta-analysis. Which of the following titles should be included?;Imagine you want to write a meta-analysis. Which of the following abstracts should be included?;;;;;;;;;;;;;;;;
1.0;78.0;No Reference;For MA;1.0;0.0;The titles below will be screened for their inclusion in a meta-analysis. You are familiar with the concepts of sensitivity and specificity in signal-detection theory. As you go through the titles below, screen them both sensitively and specifically, where “signal detection” would be you selecting the relevant title similar to a meta-analysis conducted by real world-class scientists. This means that you select those titles that are relevant and exclude those that are irrelevant as these world-class scientists would. ;The abstracts below will be screened for their inclusion in a meta-analysis. You are familiar with the concepts of sensitivity and specificity in signal-detection theory. As you go through the abstracts below, screen them both sensitively and specifically, where “signal detection” would be you selecting the relevant abstract similar to a meta-analysis conducted by real world-class scientists. This means that you select those abstracts that are relevant and exclude those that are irrelevant as these world-class scientists would.;;;;;;;;;;;;;;;;
1.0;55.0;No Reference;For MA;1.0;0.0;A meta-analysis is a rigorous and systematic synthesis of research studies, aiming to combine and analyze their findings to draw broader conclusions about a particular field or question. To create a high-quality meta-analysis, screen the titles below for their relevance. As you review the titles below, focus on including relevant ones and excluding irrelevant ones. ;A meta-analysis is a rigorous and systematic synthesis of research studies, aiming to combine and analyze their findings to draw broader conclusions about a particular field or question. To create a high-quality meta-analysis, screen the abstracts below for their relevance. As you review the abstracts below, focus on including relevant ones and excluding irrelevant ones.;;;;;;;;;;;;;;;;
1.0;53.0;No Reference;For MA;1.0;0.0;You are a researcher in a world-class scientific team that wants to write a meta-analysis. You are tasked with screening potential papers for their relevance in the meta-analysis. Carefully go through the titles of papers you find below and select them for a meta-analysis. Aim to include relevant ones and exclude irrelevant ones.;You are a researcher in a world-class scientific team that wants to write a meta-analysis. You are tasked with screening potential papers for their relevance in the meta-analysis. Carefully go through the abstracts of papers you find below and select them for a meta-analysis. Aim to include relevant ones and exclude irrelevant ones.;;;;;;;;;;;;;;;;
1.0;105.0;No Reference;For MA;1.0;0.0;You are a world-class researcher contributing to a meta-analysis. Your task is to carefully screen the provided titles of scientific papers to determine their relevance for inclusion. Evaluate each title with precision, considering its potential to contribute meaningfully to the meta-analysis.    Include titles only if you are confident they align with the objectives of a rigorous and comprehensive synthesis of knowledge. Conversely, exclude titles only if you are certain they do not meet the general criteria for inclusion in a meta-analysis.    Approach this task with the same level of care and expertise expected in high-quality scientific work, ensuring your selections reflect thoughtful and accurate judgment.;You are a world-class researcher contributing to a meta-analysis. Your task is to carefully screen the provided abstracts of scientific papers to determine their relevance for inclusion. Evaluate each abstract with precision, considering its potential to contribute meaningfully to the meta-analysis.Include abstracts only if you are confident they align with the objectives of a rigorous and comprehensive synthesis of knowledge. Conversely, exclude abstracts only if you are certain they do not meet the general criteria for inclusion in a meta-analysis.Approach this task with the same level of care and expertise expected in high-quality scientific work, ensuring your selections reflect thoughtful and accurate judgment.;;;;;;;;;;;;;;;;
1.0;110.0;No Reference;For MA;1.0;0.0;You are assisting in the preparation of a meta-analysis by screening scientific paper titles for their relevance. Carefully evaluate each title based on its potential to contribute to a meaningful synthesis of evidence. Your goal is to identify titles that are likely to align with the overarching objectives of a meta-analysis, ensuring a balanced and comprehensive representation of the available research.    Exclude titles only if you are certain they do not meet the general standards for inclusion, and include titles only when you are confident in their relevance. Apply your expertise in rigorous academic evaluation to make thoughtful and deliberate decisions that reflect the high standards of a meta-analytical process.;You are assisting in the preparation of a meta-analysis by screening scientific paper abstracts for their relevance. Carefully evaluate each abstract based on its potential to contribute to a meaningful synthesis of evidence. Your goal is to identify abstracts that are likely to align with the overarching objectives of a meta-analysis, ensuring a balanced and comprehensive representation of the available research.Exclude abstracts only if you are certain they do not meet the general standards for inclusion, and include abstracts only when you are confident in their relevance. Apply your expertise in rigorous academic evaluation to make thoughtful and deliberate decisions that reflect the high standards of a meta-analytical process.;;;;;;;;;;;;;;;;
1.0;172.0;No Reference;For MA;1.0;0.0;You are tasked with assisting in the screening of scientific papers for inclusion in a meta-analysis. Carefully review the list of provided titles and evaluate their overall potential to contribute meaningfully to a comprehensive synthesis of knowledge. Assess each title based on its relevance and its alignment with the broader objectives of conducting a rigorous and balanced meta-analysis.    Do not exclude any title unless you are certain it lacks relevance or does not meet the general requirements for inclusion. Similarly, avoid including titles unless you are confident they hold potential value for the meta-analytical process. Focus on identifying works that can contribute to a comprehensive understanding of the subject matter without delving into the specific methods, contents, or results of the papers themselves.    Approach the task with the precision and care necessary for high-quality meta-analytical work, ensuring that your selections reflect both relevance and the principles of sound academic practice. This review should emphasize careful and deliberate decision-making to ensure that the final selection of papers supports a robust and meaningful meta-analysis.;You are tasked with assisting in the screening of scientific papers for inclusion in a meta-analysis. Carefully review the list of provided abstracts and evaluate their overall potential to contribute meaningfully to a comprehensive synthesis of knowledge. Assess each abstract based on its relevance and its alignment with the broader objectives of conducting a rigorous and balanced meta-analysis.Do not exclude any abstract unless you are certain it lacks relevance or does not meet the general requirements for inclusion. Similarly, avoid including abstracts unless you are confident they hold potential value for the meta-analytical process. Focus on identifying works that can contribute to a comprehensive understanding of the subject matter without delving into the specific methods, contents, or results of the papers themselves.Approach the task with the precision and care necessary for high-quality meta-analytical work, ensuring that your selections reflect both relevance and the principles of sound academic practice. This review should emphasize careful and deliberate decision-making to ensure that the final selection of papers supports a robust and meaningful meta-analysis.;;;;;;;;;;;;;;;;
1.0;211.0;No Reference;For MA;1.0;0.0;You are part of a team preparing a rigorous and comprehensive meta-analysis, and your role is to carefully screen the titles of scientific papers for their potential inclusion. This process is essential for ensuring that the meta-analysis accurately synthesizes and reflects the broader body of knowledge within its scope. Your evaluation should be thorough and precise, focusing on the overall potential of each title to contribute meaningfully to the meta-analysis.    As you screen each title, consider its relevance in terms of the general objectives of conducting a robust synthesis. Prioritize titles that suggest alignment with the goals of providing balanced and meaningful insights into the broader research landscape. Avoid excluding titles unless you are certain they lack the necessary attributes to support the goals of the meta-analysis. Similarly, include titles only when you are confident in their potential value.    Take into account that the selection process is crucial for the quality and integrity of the meta-analysis. By carefully judging each title, you will help ensure that the analysis is both comprehensive and reliable. Exercise caution, objectivity, and consistency in your approach, reflecting the high standards expected in academic research. Your role in this process is pivotal, and your selections should reflect thoughtful, deliberate decision-making, guided by your expertise in scholarly evaluation.;You are part of a team preparing a rigorous and comprehensive meta-analysis, and your role is to carefully screen the abstracts of scientific papers for their potential inclusion. This process is essential for ensuring that the meta-analysis accurately synthesizes and reflects the broader body of knowledge within its scope. Your evaluation should be thorough and precise, focusing on the overall potential of each abstract to contribute meaningfully to the meta-analysis.As you screen each abstract, consider its relevance in terms of the general objectives of conducting a robust synthesis. Prioritize abstracts that suggest alignment with the goals of providing balanced and meaningful insights into the broader research landscape. Avoid excluding abstracts unless you are certain they lack the necessary attributes to support the goals of the meta-analysis. Similarly, include abstracts only when you are confident in their potential value.Take into account that the selection process is crucial for the quality and integrity of the meta-analysis. By carefully judging each abstract, you will help ensure that the analysis is both comprehensive and reliable. Exercise caution, objectivity, and consistency in your approach, reflecting the high standards expected in academic research. Your role in this process is pivotal, and your selections should reflect thoughtful, deliberate decision-making, guided by your expertise in scholarly evaluation.;;;;;;;;;;;;;;;;
1.0;96.0;No Reference;For MA;1.0;0.0;You are familiar with the concepts of sensitivity and specificity in signal-detection theory. As you go through the titles below, screen them both sensitively and specifically. This means that you select those titles that are relevant and exclude those that are irrelevant. You have properly marked titles as relevant when a state-of-the-art gold standard meta-analysis that conducted the screening manually would have selected the same papers. Thus, you should aim to select those papers as relevant that a manually conducted gold standard would also have selected. Exclude those that a gold standard meta-analysis would have excluded.;You are familiar with the concepts of sensitivity and specificity in signal-detection theory. As you go through the abstracts below, screen them both sensitively and specifically. This means that you select those abstracts that are relevant and exclude those that are irrelevant. You have properly marked abstracts as relevant when a state-of-the-art gold standard meta-analysis that conducted the screening manually would have selected the same papers. Thus, you should aim to select those papers as relevant that a manually conducted gold standard would also have selected. Exclude those that a gold standard meta-analysis would have excluded.;;;;;;;;;;;;;;;;
1.0;310.0;No Reference;For MA;1.0;0.0;You are tasked with screening scientific paper titles for inclusion in a meta-analysis. As a researcher familiar with the concepts of sensitivity and specificity in signal-detection theory, your objective is to apply these principles rigorously throughout the screening process. Your task is to identify relevant titles with a high degree of sensitivity, ensuring that potentially valuable contributions are included. At the same time, exercise specificity by excluding titles that are not aligned with the overarching goals of a meta-analysis.    To achieve this balance, imagine that your work is being compared to the screening decisions made by a state-of-the-art gold standard meta-analysis conducted manually by world-class experts. Your goal is to make decisions that would mirror those of this gold standard, selecting titles that align with its criteria for inclusion and excluding those that would not meet its standards. Be cautious not to exclude titles prematurely, as the sensitivity of your screening is critical to capturing all potentially relevant contributions. Similarly, avoid including titles unless you are confident that they meet the general requirements for inclusion, reflecting a high degree of specificity.    Approach this task with precision and care, recognizing the importance of your decisions in shaping the quality and comprehensiveness of the meta-analysis. Each title should be assessed objectively, based on its potential contribution to a balanced and meaningful synthesis of knowledge. Your expertise in evaluating academic rigor, combined with your understanding of sensitivity and specificity, should guide you in making decisions that align with the highest standards of scholarly practice.    By balancing sensitivity and specificity, you will ensure that your screening process contributes to a meta-analysis that accurately reflects the available evidence while maintaining the integrity and reliability expected of such an effort. Your work in this screening process is crucial, and your careful and thoughtful approach will play a pivotal role in achieving the objectives of the meta-analysis.;You are tasked with screening scientific paper abstracts for inclusion in a meta-analysis. As a researcher familiar with the concepts of sensitivity and specificity in signal-detection theory, your objective is to apply these principles rigorously throughout the screening process. Your task is to identify relevant abstracts with a high degree of sensitivity, ensuring that potentially valuable contributions are included. At the same time, exercise specificity by excluding abstracts that are not aligned with the overarching goals of a meta-analysis.To achieve this balance, imagine that your work is being compared to the screening decisions made by a state-of-the-art gold standard meta-analysis conducted manually by world-class experts. Your goal is to make decisions that would mirror those of this gold standard, selecting abstracts that align with its criteria for inclusion and excluding those that would not meet its standards. Be cautious not to exclude abstracts prematurely, as the sensitivity of your screening is critical to capturing all potentially relevant contributions. Similarly, avoid including abstracts unless you are confident that they meet the general requirements for inclusion, reflecting a high degree of specificity.Approach this task with precision and care, recognizing the importance of your decisions in shaping the quality and comprehensiveness of the meta-analysis. Each abstract should be assessed objectively, based on its potential contribution to a balanced and meaningful synthesis of knowledge. Your expertise in evaluating academic rigor, combined with your understanding of sensitivity and specificity, should guide you in making decisions that align with the highest standards of scholarly practice.By balancing sensitivity and specificity, you will ensure that your screening process contributes to a meta-analysis that accurately reflects the available evidence while maintaining the integrity and reliability expected of such an effort. Your work in this screening process is crucial, and your careful and thoughtful approach will play a pivotal role in achieving the objectives of the meta-analysis.;;;;;;;;;;;;;;;;
1.0;5.0;No Reference;Title;1.0;0.0;Title of the meta-analysis: [ttl];Title of the meta-analysis: [ttl];;;;;;;;;;;;;;;;
1.0;14.0;No Reference;Title;1.0;0.0;Screen the titles below for their relevance to a meta-analysis with the title: [ttl];Screen the abstracts below for their relevance to a meta-analysis with the title: [ttl];;;;;;;;;;;;;;;;
1.0;18.0;No Reference;Title;1.0;0.0;You are a world-class scientist. Screen the titles below and select those relevant to a meta-analysis called: [ttl];You are a world-class scientist. Screen the abstracts below and select those relevant to a meta-analysis called: [ttl];;;;;;;;;;;;;;;;
1.0;13.0;No Reference;Title;1.0;0.0;Screen the titles below like a human would for a meta-analysis called: [ttl];Screen the abstracts below like a human would for a meta-analysis called: [ttl];;;;;;;;;;;;;;;;
1.0;30.0;No Reference;Title;1.0;0.0;Screen the titles below for their relevance to a meta-analysis. Include all papers that are relevant to this meta-analysis. Exclude all those that are irrelevant. The meta-analysis is called: [ttl];Screen the abstracts below for their relevance to a meta-analysis. Include all papers that are relevant to this meta-analysis. Exclude all those that are irrelevant. The meta-analysis is called: [ttl];;;;;;;;;;;;;;;;
1.0;40.0;No Reference;Title;1.0;0.0;You are tasked with evaluating a collection of academic papers to determine their relevance for inclusion in a meta-analysis. The meta-analysis focuses on [ttl], and you must carefully assess each paper to determine whether it should be included or not.;You are tasked with evaluating a collection of academic papers to determine their relevance for inclusion in a meta-analysis. The meta-analysis focuses on [ttl], and you must carefully assess each paper to determine whether it should be included or not.;;;;;;;;;;;;;;;;
1.0;100.0;No Reference;Title;1.0;0.0;You are familiar with the concepts of sensitivity and specificity in signal-detection theory. As you go through the titles below, screen them both sensitively and specifically. This means that you select those titles that are relevant and exclude those that are irrelevant. You have properly marked titles as relevant when a state-of-the-art gold standard meta-analysis called: [ttl] that conducted the screening manually would have selected the same papers. Thus, you should aim to select those papers as relevant that a manually conducted gold standard would also have selected. Exclude those that a gold standard meta-analysis called: [ttl] would have excluded.;You are familiar with the concepts of sensitivity and specificity in signal-detection theory. As you go through the abstracts below, screen them both sensitively and specifically. This means that you select those abstracts that are relevant and exclude those that are irrelevant. You have properly marked abstracts as relevant when a state-of-the-art gold standard meta-analysis called: [ttl] that conducted the screening manually would have selected the same papers. Thus, you should aim to select those papers as relevant that a manually conducted gold standard would also have selected. Exclude those that a gold standard meta-analysis called: [ttl] would have excluded.;;;;;;;;;;;;;;;;
1.0;59.0;No Reference;Title;1.0;0.0;You are a researcher in a world-class scientific team that wants to write a meta-analysis that will have the title [ttl]. You are tasked with screening potential papers for their relevance in the meta-analysis. Carefully go through the titles of papers you find below and select them for a meta-analysis. Aim to include relevant ones and exclude irrelevant ones.;You are a researcher in a world-class scientific team that wants to write a meta-analysis that will have the title [ttl]. You are tasked with screening potential papers for their relevance in the meta-analysis. Carefully go through the abstracts of papers you find below and select them for a meta-analysis. Aim to include relevant ones and exclude irrelevant ones.;;;;;;;;;;;;;;;;
1.0;101.0;No Reference;Title;1.0;0.0;You are participating in the screening process for a meta-analysis titled [ttl]. Your role is to carefully assess the provided titles of scientific papers and decide which ones should be included in this meta-analysis. The aim is to select papers that align with the overarching objectives of [ttl], ensuring a balanced and meaningful synthesis of knowledge.Focus on identifying titles that have clear potential to contribute to the goals of [ttl], and exclude those that do not meet general inclusion criteria. Use your expertise to make thoughtful and accurate decisions, ensuring that your selections reflect the standards required for a high-quality meta-analysis.;You are participating in the screening process for a meta-analysis titled [ttl]. Your role is to carefully assess the provided abstracts of scientific papers and decide which ones should be included in this meta-analysis. The aim is to select papers that align with the overarching objectives of [ttl], ensuring a balanced and meaningful synthesis of knowledge.Focus on identifying abstracts that have clear potential to contribute to the goals of [ttl], and exclude those that do not meet general inclusion criteria. Use your expertise to make thoughtful and accurate decisions, ensuring that your selections reflect the standards required for a high-quality meta-analysis.;;;;;;;;;;;;;;;;
1.0;111.0;No Reference;Title;1.0;0.0;You are responsible for screening scientific paper titles for their inclusion in the meta-analysis titled [ttl]. Your primary objective is to ensure that the selected titles contribute to a comprehensive and accurate representation of the available research. Approach this task by evaluating the potential of each title to add meaningful insights or perspectives relevant to the aims of [ttl].Adopt a meticulous and balanced approach. Include titles only when you are confident in their relevance to the meta-analysis and exclude titles only when it is clear they do not align with its goals. Your careful and methodical screening will directly support the quality and reliability of [ttl] as a synthesis of knowledge.;You are responsible for screening scientific paper abstracts for their inclusion in the meta-analysis titled [ttl]. Your primary objective is to ensure that the selected abstracts contribute to a comprehensive and accurate representation of the available research. Approach this task by evaluating the potential of each abstract to add meaningful insights or perspectives relevant to the aims of [ttl].Adopt a meticulous and balanced approach. Include abstracts only when you are confident in their relevance to the meta-analysis and exclude abstracts only when it is clear they do not align with its goals. Your careful and methodical screening will directly support the quality and reliability of [ttl] as a synthesis of knowledge.;;;;;;;;;;;;;;;;
